City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
693,Kharp,RU,66.8014,65.8081,-12.23,100,100,3.31,overcast clouds
694,Dromolaxia,CY,34.8761,33.586,60.98,82,40,13.8,scattered clouds
695,Santa Ana,US,33.7456,-117.8678,82.08,23,20,6.91,few clouds
696,Kysyl-Syr,RU,63.8986,122.7617,-41.39,99,99,1.39,overcast clouds
697,Dong Xoai,VN,11.5333,106.9167,76.78,80,100,3.15,overcast clouds
698,Hilpoltstein,DE,49.19,11.1886,43.39,87,95,4.92,overcast clouds
699,Susanville,US,40.4163,-120.653,55.24,28,0,5.75,clear sky
700,Vardo,NO,70.3705,31.1107,26.74,80,79,18.92,broken clouds
701,Careiro Da Varzea,BR,-3.2003,-59.8119,77.61,92,100,2.66,overcast clouds
702,Mmabatho,ZA,-25.85,25.6333,67.8,59,44,2.84,scattered clouds
703,Dakar,SN,14.6937,-17.4441,72.48,88,0,6.91,clear sky
704,Khani,GE,41.9563,42.9566,36.97,79,100,7.25,overcast clouds
705,Kishapu,TZ,-3.6167,33.8667,63.77,93,33,1.99,light rain
706,Qiryat Shemona,IL,33.2073,35.5721,57.0,56,58,3.49,broken clouds
707,Quelimane,MZ,-17.8786,36.8883,71.82,94,8,3.15,clear sky
708,Jinchang,CN,38.4953,102.1739,16.88,50,0,5.64,clear sky
709,Kidal,ML,18.4411,1.4078,67.24,9,0,7.67,clear sky
710,Bose,IT,45.4612,8.0137,51.73,50,8,2.26,clear sky
711,Butembo,CD,0.15,29.2833,59.14,78,73,2.42,light rain
